barcode/sku,product name,brand,category,price,mrp,stock,description,image
82,GILLETTE VECTOR+ 2N CARTRIDGES,GILLETTE,Men's Grooming,73,75,6,,https://placehold.co/300x300?text=GILLETTE
83,GILLETTE GUARD 3N CARTRIDGES,GILLETTE,Men's Grooming,106,110,6,,https://placehold.co/300x300?text=GILLETTE
84,GILLETTE SHAVE BRUSH 1N,GILLETTE,Men's Grooming,65,70,1,,https://placehold.co/300x300?text=GILLETTE
36,TIDE NATURALS LEMON & CHANDAN 500GM,TIDE,Laundry & Fabric Care,44.8,45,3,,https://placehold.co/300x300?text=TIDE
46,ARIEL COLOUR CARE 1.5KG,ARIEL,Laundry & Fabric Care,340,342,1,,https://placehold.co/300x300?text=ARIEL
50,ARIEL PERFECT WASH 1kg,ARIEL,Laundry & Fabric Care,178,179,9,,https://placehold.co/300x300?text=ARIEL
91,ARIEL PERFECT WASH 500g,ARIEL,Laundry & Fabric Care,89,90,5,,https://placehold.co/300x300?text=ARIEL
92,ARIEL MATIC LIQUID FRONT LOAD L+500ml,ARIEL,Laundry & Fabric Care,600,612,1,,https://placehold.co/300x300?text=ARIEL
93,ARIEL MATIC LIQUID TOPLOAD 1KG,ARIEL,Laundry & Fabric Care,225,229,6,,https://placehold.co/300x300?text=ARIEL
105,TIDE DOUBLE POWER 2Kg,TIDE,Laundry & Fabric Care,278,280,2,,https://placehold.co/300x300?text=TIDE
106,ARIEL MATIC LIQ TOP LOAD 500ML,ARIEL,Laundry & Fabric Care,137,138,2,,https://placehold.co/300x300?text=ARIEL
107,ARIEL FRONT LOAD MATIC LIQUID 500ml,ARIEL,Laundry & Fabric Care,147,148,4,,https://placehold.co/300x300?text=ARIEL
108,ARIEL COMPLTE DETERGENT 1.5kg,ARIEL,Laundry & Fabric Care,365,369,3,,https://placehold.co/300x300?text=ARIEL
130,ARIEL MATIC LIQ TL Ltr,ARIEL,Laundry & Fabric Care,325,329,3,,https://placehold.co/300x300?text=ARIEL
131,ARIEL MATIC LIQ FL 2L,ARIEL,Laundry & Fabric Care,375,379,5,,https://placehold.co/300x300?text=ARIEL
133,ARIEL MATIC TOP LOAD 1ltr LIQUID,ARIEL,Laundry & Fabric Care,175,179,1,,https://placehold.co/300x300?text=ARIEL
134,ARIEL MATIC FRONT LOAD 1ltr LIQUID,ARIEL,Laundry & Fabric Care,199,203,3,,https://placehold.co/300x300?text=ARIEL
144,TIDE BLUE BAR 80g+40g,TIDE,Laundry & Fabric Care,9.8,10,51,,https://placehold.co/300x300?text=TIDE
145,TIDE WHITE BAR 80g+40g FREE,TIDE,Laundry & Fabric Care,9.8,10,58,,https://placehold.co/300x300?text=TIDE
146,TIDE DETERGENT BAR BLUE 1Kg 4+1,TIDE,Laundry & Fabric Care,122,125,10,,https://placehold.co/300x300?text=TIDE
147,TIDE BLUE BAR 3+1 (100gm*4N),TIDE,Laundry & Fabric Care,29,30,17,,https://placehold.co/300x300?text=TIDE
157,ARIEL MATIC TOP LOAD 500gm,ARIEL,Laundry & Fabric Care,158,160,4,,https://placehold.co/300x300?text=ARIEL
158,ARIEL MATIC FRONT LOAD 500gm,ARIEL,Laundry & Fabric Care,168,170,2,,https://placehold.co/300x300?text=ARIEL
47,PAMPERS PC PANTS SMALL*21 4-8KG,PAMPERS,Baby Care,292,299,3,,https://placehold.co/300x300?text=PAMPERS
48,PAMPERS PC BABY PANTS M16nos,PAMPERS,Baby Care,292,299,1,,https://placehold.co/300x300?text=PAMPERS
49,PAMPERS PC PANTS LARGE N,PAMPERS,Baby Care,292,299,2,,https://placehold.co/300x300?text=PAMPERS
74,PAMPERS NEW BABY UP TO 5kg 72N,PAMPERS,Baby Care,1185,1199,7,,https://placehold.co/300x300?text=PAMPERS
75,PAMPERS ACTIVE BABT XL NOS,PAMPERS,Baby Care,1700,1749,1,,https://placehold.co/300x300?text=PAMPERS
96,PAMPERS BABY DRY NB S DIAPER,PAMPERS,Baby Care,340,349,3,,https://placehold.co/300x300?text=PAMPERS
97,PAMPERS BABY PANTS MEDIUM 6nos,PAMPERS,Baby Care,97,98,1,,https://placehold.co/300x300?text=PAMPERS
98,PAMPERS BABY PANTS LARGE nos,PAMPERS,Baby Care,98,105,3,,https://placehold.co/300x300?text=PAMPERS
100,PAMPERS BABY PANTS SMALL 16nos,PAMPERS,Baby Care,193,196,7,,https://placehold.co/300x300?text=PAMPERS
101,PAMPERS NEW BABY PANTS 18nos,PAMPERS,Baby Care,199,210,6,,https://placehold.co/300x300?text=PAMPERS
102,PAMPERS BABY PANTS XXL 9nos,PAMPERS,Baby Care,275,299,1,,https://placehold.co/300x300?text=PAMPERS
103,PAMPERS PANTS NEW BABY NOS,PAMPERS,Baby Care,350,399,4,,https://placehold.co/300x300?text=PAMPERS
140,VICKS BABY RUB 50ml,VICKS,Baby Care,210,215,7,,https://placehold.co/300x300?text=VICKS
141,VICKS BABY RUB 25ml,VICKS,Baby Care,120,125,7,,https://placehold.co/300x300?text=VICKS
166,PAMPERS PANTS SMALL 30nos,PAMPERS,Baby Care,350,399,2,,https://placehold.co/300x300?text=PAMPERS
178,PAMPERS NEW BABY PANTS 54N,PAMPERS,Baby Care,725,799,3,,https://placehold.co/300x300?text=PAMPERS
179,PAMPERS ANTI RASH L PANTS,PAMPERS,Baby Care,700,749,1,,https://placehold.co/300x300?text=PAMPERS
180,PAMPERS ANTI RASH M PANTS,PAMPERS,Baby Care,925,999,2,,https://placehold.co/300x300?text=PAMPERS
181,PAMPERS ANTI RASH S PANTS,PAMPERS,Baby Care,925,999,1,,https://placehold.co/300x300?text=PAMPERS
183,PAMPERS ANTI RASH M PANTS,PAMPERS,Baby Care,750,799,2,,https://placehold.co/300x300?text=PAMPERS
109,VICKS VAPORUB XTRA STRONG 25ml,VICKS,Health & Wellness,120,125,7,,https://placehold.co/300x300?text=VICKS
110,VICKS VAPORUB XTRA STRONG 50ml,VICKS,Health & Wellness,210,215,11,,https://placehold.co/300x300?text=VICKS
120,VICKS VAPO RUB STEAM PODS CAPSULES,VICKS,Health & Wellness,195,199,2,,https://placehold.co/300x300?text=VICKS
191,VICKS VAPORUB 25ml,VICKS,Health & Wellness,107,109,3,,https://placehold.co/300x300?text=VICKS
192,VICKS INHALER KEYCHAIN 0.5ml,VICKS,Health & Wellness,67,69,1,,https://placehold.co/300x300?text=VICKS
244,VICKS MINI ROLL ON,VICKS,Health & Wellness,63,65,10,,https://placehold.co/300x300?text=VICKS
255,VICKS VAPORUB 105ml,VICKS,Health & Wellness,330,340,6,,https://placehold.co/300x300?text=VICKS
256,VICKS VAPORUB 50ml,VICKS,Health & Wellness,192,199,10,,https://placehold.co/300x300?text=VICKS
277,VICKS COUGH DROPS COOLING MENTHOL 25N POUCH,VICKS,Health & Wellness,48,50,3,,https://placehold.co/300x300?text=VICKS
354,IODEX 16GM,IODEX,Health & Wellness,90,92,1,,https://placehold.co/300x300?text=IODEX
357,IODEX 8GM,IODEX,Health & Wellness,41,42,2,,https://placehold.co/300x300?text=IODEX
812,MOOV 15GM,MOOV,Health & Wellness,83,85,1,,https://placehold.co/300x300?text=MOOV
864,ZANDU BALM ML +1.6 ML,ZANDU,Health & Wellness,43,44,1,,https://placehold.co/300x300?text=ZANDU
1085,ENO COOL LEMON FLAVOUR 5G,ENO,Health & Wellness,10,10,3,,https://placehold.co/300x300?text=ENO
1229,AMRUTANJAN PAIN RELIEF 27.5ML,AMRUTANJAN,Health & Wellness,43,45,2,,https://placehold.co/300x300?text=AMRUTANJAN
1230,AMRUTANJAN STRONGS PAIN BALM GREEN 30ML,AMRUTANJAN,Health & Wellness,94,95,16,,https://placehold.co/300x300?text=AMRUTANJAN
1231,AMRUTANJAN BACK PAIN ROLL ON 50ML,AMRUTANJAN,Health & Wellness,98,100,3,,https://placehold.co/300x300?text=AMRUTANJAN
1232,AMRUTANJAN PAIN BALM YELLOW 30ML,AMRUTANJAN,Health & Wellness,98,100,16,,https://placehold.co/300x300?text=AMRUTANJAN
3414,TIGER BALM RED 10G,TIGER,Health & Wellness,195,240,2,,https://placehold.co/300x300?text=TIGER
3415,TIGER BALM WHITE 10G,TIGER,Health & Wellness,195,240,5,,https://placehold.co/300x300?text=TIGER
127,AMBIPUR CAR FRESHNER AQUA 1N,AMBIPUR,Air Fresheners,315,349,-1,,https://placehold.co/300x300?text=AMBIPUR
128,AMBIPUR CAR FRESHNER CITRUS&ZEST 1N,AMBIPUR,Air Fresheners,315,349,2,,https://placehold.co/300x300?text=AMBIPUR
129,AMBIPUR CAR AIR FRESHNER EXOTIC JASMINE 7.5ml,AMBIPUR,Air Fresheners,315,349,3,,https://placehold.co/300x300?text=AMBIPUR
206,AMBIPUR CAR REFILL AQUA 7.5ml,AMBIPUR,Air Fresheners,215,249,5,,https://placehold.co/300x300?text=AMBIPUR
207,AMBI PUR CAR REFILL EJ 7.5 ML,AMBI,Air Fresheners,225,249,5,,https://placehold.co/300x300?text=AMBI
208,AMBI PUR CAR REFILL VANILLA 7.5ml,AMBI,Air Fresheners,225,249,1,,https://placehold.co/300x300?text=AMBI
209,AMBI PUR CAR REFILL CIT&ZEST 7.5 ML,AMBI,Air Fresheners,215,249,1,,https://placehold.co/300x300?text=AMBI
254,AMBI PUR CAR GEL ROSE 75gm,AMBI,Air Fresheners,310,349,3,,https://placehold.co/300x300?text=AMBI
391,GODREJ AER SPRAY MONSOON 240 ML,GODREJ,Air Fresheners,150,169,2,,https://placehold.co/300x300?text=GODREJ
823,PARKER BETA PRM SILVER ROLLER BALL REFILL PEN,PARKER,Air Fresheners,180,190,3,,https://placehold.co/300x300?text=PARKER
835,ODONIL GELZ MYSTIC LAVENDER AIR FRESHNER 75GM,ODONIL,Air Fresheners,94,95,10,,https://placehold.co/300x300?text=ODONIL
836,ODONIL GELZ JASMINE FANTASY AIR FRESHNER 75GM,ODONIL,Air Fresheners,94,95,11,,https://placehold.co/300x300?text=ODONIL
837,ODONIL GELZ ROSE DREAMS AIR FRESHNER 75GM,ODONIL,Air Fresheners,79,80,2,,https://placehold.co/300x300?text=ODONIL
839,ODONIL ROSE GARDEN ROOM SPRAY 240ML,ODONIL,Air Fresheners,160,169,13,,https://placehold.co/300x300?text=ODONIL
841,ODONIL ROOM SPRAY CITRUS FRESH 240 ml,ODONIL,Air Fresheners,150,169,1,,https://placehold.co/300x300?text=ODONIL
849,ODONIL LAVENDER MEADOWS 48g,ODONIL,Air Fresheners,57,58,8,,https://placehold.co/300x300?text=ODONIL
850,ODONIL ORCHID DEW AIR FRESHNER 48gm,ODONIL,Air Fresheners,57,58,3,,https://placehold.co/300x300?text=ODONIL
851,ODONIL MYSTIC ROSE AIR FRESHNER 48gm,ODONIL,Air Fresheners,57,58,3,,https://placehold.co/300x300?text=ODONIL
852,ODONIL JASMIN MIST AIR FRESHNER 72gh,ODONIL,Air Fresheners,88,90,2,,https://placehold.co/300x300?text=ODONIL
853,ODONIL AIR FRESHNER ORCHID DEW 72GM,ODONIL,Air Fresheners,88,90,4,,https://placehold.co/300x300?text=ODONIL
139,WHISPER MAXI FIT XL PADS,WHISPER,Feminine Care,84,85,6,,https://placehold.co/300x300?text=WHISPER
182,WHISPER BINDAZ NIGHT XXL+ NOS,WHISPER,Feminine Care,128,130,4,,https://placehold.co/300x300?text=WHISPER
189,WHISPER CHOICE XXL NIGHT 6N,WHISPER,Feminine Care,49,50,-1,,https://placehold.co/300x300?text=WHISPER
193,WHISPER ULTRA SOFT XL PADS,WHISPER,Feminine Care,173,175,5,,https://placehold.co/300x300?text=WHISPER
194,WHISPER ULTRA XL+ NOS,WHISPER,Feminine Care,375,380,4,,https://placehold.co/300x300?text=WHISPER
195,WHISPER ULTRA SOFT XL nos,WHISPER,Feminine Care,599,625,3,,https://placehold.co/300x300?text=WHISPER
196,WHISPER ULTRA SOFT XL+ NOS,WHISPER,Feminine Care,89,90,5,,https://placehold.co/300x300?text=WHISPER
197,WHISPER ULTRA SOFT XL+ PADS,WHISPER,Feminine Care,193,195,5,,https://placehold.co/300x300?text=WHISPER
198,WHISPER ULTRA SOFT XL 30nos,WHISPER,Feminine Care,345,350,3,,https://placehold.co/300x300?text=WHISPER
199,WHISPER KOALA SOFT XXL+ pcs,WHISPER,Feminine Care,148,150,3,,https://placehold.co/300x300?text=WHISPER
210,WHISPER ULTRA XL+ 30nos,WHISPER,Feminine Care,445,450,6,,https://placehold.co/300x300?text=WHISPER
211,WHISPER ULTRA SOFT XL NOS BUY GET,WHISPER,Feminine Care,390,400,4,,https://placehold.co/300x300?text=WHISPER
212,WHISPER ULTRA SOFT XL PADS,WHISPER,Feminine Care,69,70,5,,https://placehold.co/300x300?text=WHISPER
227,WHISPER DAILY LINERS 40N,WHISPER,Feminine Care,285,320,2,,https://placehold.co/300x300?text=WHISPER
228,WHISPER DAILY LINERS 20N,WHISPER,Feminine Care,158,160,2,,https://placehold.co/300x300?text=WHISPER
240,WHISPER ULTRA XL+ 15NOS,WHISPER,Feminine Care,188,190,2,,https://placehold.co/300x300?text=WHISPER
241,WHISPER ULTRA XL+ NOS,WHISPER,Feminine Care,350,375,1,,https://placehold.co/300x300?text=WHISPER
242,WHISPER ULTRA XL 45nos BUY GET FREE,WHISPER,Feminine Care,450,480,1,,https://placehold.co/300x300?text=WHISPER
243,WHISPER ULTRA XL+(7)PADS,WHISPER,Feminine Care,89,90,2,,https://placehold.co/300x300?text=WHISPER
257,WHISPER CHOICE REGULAR *6PADS,WHISPER,Feminine Care,34,35,4,,https://placehold.co/300x300?text=WHISPER
292,INDIA GATE BASMATI RICE TIBAR 1KG,INDIA,"Rice, Atta & Staples",152,154,8,,https://placehold.co/300x300?text=INDIA
343,SWAD BENCY RAVA 1KG,SWAD,"Rice, Atta & Staples",90,93,-2,,https://placehold.co/300x300?text=SWAD
344,SWAD BENCY RAVA,SWAD,"Rice, Atta & Staples",45,48,-4,,https://placehold.co/300x300?text=SWAD
1138,AASHIRVAAD ATTA MULTIGRAINS 1KG,AASHIRVAAD,"Rice, Atta & Staples",82,84,-1,,https://placehold.co/300x300?text=AASHIRVAAD
1139,AASHIRVAAD ATTA SUPERIOR MP 5KG,AASHIRVAAD,"Rice, Atta & Staples",340,347,-1,,https://placehold.co/300x300?text=AASHIRVAAD
1140,AASHIRVAAD ATTA SUPERIOR MP 1KG,AASHIRVAAD,"Rice, Atta & Staples",70,73,-1,,https://placehold.co/300x300?text=AASHIRVAAD
1466,UT PUTTU PODI 500G,UT,"Rice, Atta & Staples",45,46.5,4,,https://placehold.co/300x300?text=UT
1467,UT PUTTU PODI 1KG,UT,"Rice, Atta & Staples",91,92,10,,https://placehold.co/300x300?text=UT
1468,UT WHEAT PWDR 500GM,UT,"Rice, Atta & Staples",48,50,9,,https://placehold.co/300x300?text=UT
1469,UT CHEMBA PUTTU PODI 500GM,UT,"Rice, Atta & Staples",57,58,6,,https://placehold.co/300x300?text=UT
1470,UT APPAM/IDIYAPPAM FLOUR 500GM,UT,"Rice, Atta & Staples",45,46.5,5,,https://placehold.co/300x300?text=UT
1472,UT UPPUMAVU RAVA 500G,UT,"Rice, Atta & Staples",46,48,2,,https://placehold.co/300x300?text=UT
1473,UT UPPUMAVU RAVA 1KG,UT,"Rice, Atta & Staples",93,95,3,,https://placehold.co/300x300?text=UT
1488,NIRAPARA WHITE RICE FLAKES 400G,NIRAPARA,"Rice, Atta & Staples",59,60,5,,https://placehold.co/300x300?text=NIRAPARA
1489,NIRAPARA MATTA RICE FLAKES 400GM,NIRAPARA,"Rice, Atta & Staples",64,65,6,,https://placehold.co/300x300?text=NIRAPARA
1490,NIRAPARA WHITE PUTTU PODI 500GM,NIRAPARA,"Rice, Atta & Staples",54,55,1,,https://placehold.co/300x300?text=NIRAPARA
1491,NIRAPARA WHITE PUTTU PODI 1KG,NIRAPARA,"Rice, Atta & Staples",94,95,-6,,https://placehold.co/300x300?text=NIRAPARA
1492,NIRAPARA APPAM/IDIYAPPAM PODI 500GM,NIRAPARA,"Rice, Atta & Staples",54,55,4,,https://placehold.co/300x300?text=NIRAPARA
1493,NIRAPARA APPAM/IDIYAPPAM PODI 1KG,NIRAPARA,"Rice, Atta & Staples",103,105,2,,https://placehold.co/300x300?text=NIRAPARA
1494,NIRAPARA CHEMBA PUTTU PODI 500GM,NIRAPARA,"Rice, Atta & Staples",69,70,4,,https://placehold.co/300x300?text=NIRAPARA
302,CAD DIARYMILK CRACKLE 36GM,CAD,Snacks & Biscuits,44,45,2,,https://placehold.co/300x300?text=CAD
309,CAD OREO CHOCO CREME BISCUIT 43.75gm,CAD,Snacks & Biscuits,9.9,10,-5,,https://placehold.co/300x300?text=CAD
324,BATOOK CHEWING GUM STRAWBERRY,BATOOK,Snacks & Biscuits,9.9,10,1,,https://placehold.co/300x300?text=BATOOK
334,PRAN POTATA BISCUIT 75G,PRAN,Snacks & Biscuits,24,25,-3,,https://placehold.co/300x300?text=PRAN
358,ORBIT SPEARMINT 22G,ORBIT,Snacks & Biscuits,49,50,1,,https://placehold.co/300x300?text=ORBIT
359,ORBIT MIXED FRUIT 22G,ORBIT,Snacks & Biscuits,50,50,1,,https://placehold.co/300x300?text=ORBIT
360,WRIGLEYS DOUBLE MINT PEPPERMINT,WRIGLEYS,Snacks & Biscuits,10,10,-5,,https://placehold.co/300x300?text=WRIGLEYS
361,ORBIT SWEETMINT 22G,ORBIT,Snacks & Biscuits,50,50,-1,,https://placehold.co/300x300?text=ORBIT
371,POLO MINT 12gm,POLO,Snacks & Biscuits,4.8,5,-1,,https://placehold.co/300x300?text=POLO
510,HORLIKCS MILLET CHOCOLATE 400G,HORLIKCS,Snacks & Biscuits,238,239,-1,,https://placehold.co/300x300?text=HORLIKCS
593,KITKAT DARK CHOCOLATE 150G,KITKAT,Snacks & Biscuits,195,195,-4,,https://placehold.co/300x300?text=KITKAT
609,NESTLE POLO BIG ROLL,NESTLE,Snacks & Biscuits,10,10,5,,https://placehold.co/300x300?text=NESTLE
619,BRITANNIA NC 5GRAIN 200g,BRITANNIA,Snacks & Biscuits,74.8,75,-2,,https://placehold.co/300x300?text=BRITANNIA
620,BRITANNIA GOOD DAY CHOCOCHIP COOKIES 200G,BRITANNIA,Snacks & Biscuits,59.8,60,-22,,https://placehold.co/300x300?text=BRITANNIA
621,BRITANNIA GOOD DAY CHOCOCHIP 111G,BRITANNIA,Snacks & Biscuits,29,30,-21,,https://placehold.co/300x300?text=BRITANNIA
625,BRITANNIA VITA MARIE 163G,BRITANNIA,Snacks & Biscuits,29.8,30,-8,,https://placehold.co/300x300?text=BRITANNIA
626,BRITANNIA VITA MARIE GOLD 248G,BRITANNIA,Snacks & Biscuits,45,45,-17,,https://placehold.co/300x300?text=BRITANNIA
627,BRITANNIA SWEET AND SALT BISCUIT 50-50150GM,BRITANNIA,Snacks & Biscuits,29,30,-51,,https://placehold.co/300x300?text=BRITANNIA
628,BRITANNIA SWEET AND SALT BISCUIT 50-50 200GM,BRITANNIA,Snacks & Biscuits,35,35,-32,,https://placehold.co/300x300?text=BRITANNIA
629,BRITANNIA SWEET AND SALTY 50-50,BRITANNIA,Snacks & Biscuits,9,9,1,,https://placehold.co/300x300?text=BRITANNIA
304,CAD DAIRYMILK FRUIT & NUT 36GM,CAD,Fresh Produce,44,45,3,,https://placehold.co/300x300?text=CAD
312,TANG MANGO 500g,TANG,Fresh Produce,150,150,3,,https://placehold.co/300x300?text=TANG
326,HAPPY SQUASH PASSION FRUIT 750ml,HAPPY,Fresh Produce,223,225,3,,https://placehold.co/300x300?text=HAPPY
329,SABARI JAM 100gm MIXED FRUIT,SABARI,Fresh Produce,25,25,8,,https://placehold.co/300x300?text=SABARI
363,NESTLE MILKYBAR CHOO MIX FRUIT 11GM,NESTLE,Fresh Produce,5,5,-12,,https://placehold.co/300x300?text=NESTLE
381,NISSIN VEG NOODLE,NISSIN,Fresh Produce,48,49,-1,,https://placehold.co/300x300?text=NISSIN
404,KISSAN GRAPE SQUASH 750ML,KISSAN,Fresh Produce,164,165,-3,,https://placehold.co/300x300?text=KISSAN
495,KISSAN MANGO JAM 490G,KISSAN,Fresh Produce,199.8,200,-2,,https://placehold.co/300x300?text=KISSAN
497,KISSAN CHILLI TOMATO 200G,KISSAN,Fresh Produce,71.6,72,-4,,https://placehold.co/300x300?text=KISSAN
506,KISSAN MANGO JAM 188G,KISSAN,Fresh Produce,99.6,100,-2,,https://placehold.co/300x300?text=KISSAN
541,KNORR KOREAN SPICY KIMICHI VEG MEAL 96g,KNORR,Fresh Produce,59.5,60,-6,,https://placehold.co/300x300?text=KNORR
587,MAGGI TOMATO KETCHUP190G,MAGGI,Fresh Produce,71,72,4,,https://placehold.co/300x300?text=MAGGI
589,MAGGI KOREAN BBQ VEG,MAGGI,Fresh Produce,59,60,-9,,https://placehold.co/300x300?text=MAGGI
861,BAMBINO SOAN PAPDI MANGO 100gm,BAMBINO,Fresh Produce,38,40,1,,https://placehold.co/300x300?text=BAMBINO
1115,BINGO CHIPS TOMOTO POTATO 24GM,BINGO,Fresh Produce,10,10,-2,,https://placehold.co/300x300?text=BINGO
1277,TROPICANA MIXED FRUIT 500ML,TROPICANA,Fresh Produce,30,30,1,,https://placehold.co/300x300?text=TROPICANA
1288,SLICE MANGO BOTTLE 600ML,SLICE,Fresh Produce,38,38,-15,,https://placehold.co/300x300?text=SLICE
1289,SLICE MANGO 1.2LTR,SLICE,Fresh Produce,68,70,-10,,https://placehold.co/300x300?text=SLICE
1375,WOODWARDS GRAPE WATER 130ML,WOODWARDS,Fresh Produce,54.5,55,1,,https://placehold.co/300x300?text=WOODWARDS
1388,MAA MANGO TETRAPACK 145ml,MAA,Fresh Produce,10,10,56,,https://placehold.co/300x300?text=MAA
385,CINTHOL ORIGINAL SOAP 100GM,CINTHOL,Bath & Body,49.7,50,12,,https://placehold.co/300x300?text=CINTHOL
392,GODREJ CINTHOL LIME DEO SOAP 42gm,GODREJ,Bath & Body,9.9,10,1,,https://placehold.co/300x300?text=GODREJ
407,LIFEBUOY LEMON ALOE FRESH SOAP 100gm,LIFEBUOY,Bath & Body,36.6,37,30,,https://placehold.co/300x300?text=LIFEBUOY
411,PEARS SOFT & FRESH BODY WASH 250ML,PEARS,Bath & Body,197,199,5,,https://placehold.co/300x300?text=PEARS
425,PEARS PURE & GENTLE 3+1 (3*75GM),PEARS,Bath & Body,156,156,1,,https://placehold.co/300x300?text=PEARS
427,PEARS PURE & GENTLE VALUE PACK 3N,PEARS,Bath & Body,214,235,4,,https://placehold.co/300x300?text=PEARS
439,PEARS OIL CLEAR GLOW WITH LEMON 60G,PEARS,Bath & Body,159,160,4,,https://placehold.co/300x300?text=PEARS
443,LUX HAND WASH FRENCH ROSE& ALMOND OIL 750ML,LUX,Bath & Body,98,99,1,,https://placehold.co/300x300?text=LUX
446,DOVE GO FRESH MOISTURE BATHING BAR 75gm,DOVE,Bath & Body,74,75,7,,https://placehold.co/300x300?text=DOVE
448,LIFEBUOY NEEM SOAP 100gm,LIFEBUOY,Bath & Body,37.6,38,20,,https://placehold.co/300x300?text=LIFEBUOY
449,LIFEBUOY TURMERIC AND HONEY SOAP 100g,LIFEBUOY,Bath & Body,37.5,38,30,,https://placehold.co/300x300?text=LIFEBUOY
453,LIRIL BODY WASH LIME&TEA TREE OIL 250ml,LIRIL,Bath & Body,210,220,3,,https://placehold.co/300x300?text=LIRIL
457,PEARS OIL CLEAR GLOW BATHING BAR 75gm,PEARS,Bath & Body,62,53,2,,https://placehold.co/300x300?text=PEARS
474,DOVE PINK BEAUTY BATHING BAR 100g,DOVE,Bath & Body,81.5,82,16,,https://placehold.co/300x300?text=DOVE
478,LIFEBUOY HANDWASH TOTAL POUCH 3*185ml,LIFEBUOY,Bath & Body,119.5,120,3,,https://placehold.co/300x300?text=LIFEBUOY
479,HAMAM PURE NEEM OIL SOAP 100g,HAMAM,Bath & Body,40.5,41,24,,https://placehold.co/300x300?text=HAMAM
484,HAMAM NEEM SOAP 40gm,HAMAM,Bath & Body,10,10,28,,https://placehold.co/300x300?text=HAMAM
489,LIFEBUOY NEEM & ALOE SOAP MEGA OFFER PACK 4*125g,LIFEBUOY,Bath & Body,151.5,152,1,,https://placehold.co/300x300?text=LIFEBUOY
491,LIFEBUOY LEMON FRESH SOAP 41g,LIFEBUOY,Bath & Body,9.8,10,4,,https://placehold.co/300x300?text=LIFEBUOY
492,LUX SOAP ROSE 100gm,LUX,Bath & Body,37,38,1,,https://placehold.co/300x300?text=LUX
412,DOMEX FLOOR CLEANER 500ML,DOMEX,Household Cleaning,114,114,5,,https://placehold.co/300x300?text=DOMEX
426,VIM BAR ANTI SMELL PUDHINA 250GM,VIM,Household Cleaning,28,29,5,,https://placehold.co/300x300?text=VIM
450,VIM BAR 250g TUB,VIM,Household Cleaning,31.5,32,13,,https://placehold.co/300x300?text=VIM
462,VIM ANTI BAC WITH NEEM 250g,VIM,Household Cleaning,28,29,20,,https://placehold.co/300x300?text=VIM
475,VIM BAR PUDINA 115 gm,VIM,Household Cleaning,9,10,26,,https://placehold.co/300x300?text=VIM
476,VIM ANTI BAC WITH NEEM 115g,VIM,Household Cleaning,9.6,10,37,,https://placehold.co/300x300?text=VIM
485,VIM ANTI SMELL WITH PUDINA BUY GET FREE,VIM,Household Cleaning,130,130,3,,https://placehold.co/300x300?text=VIM
527,VIM LIQUID TROPICAL LEMON BOTTLE 750ml,VIM,Household Cleaning,198,199,1,,https://placehold.co/300x300?text=VIM
947,LIZOL JASMINE 200ML,LIZOL,Household Cleaning,45,45,8,,https://placehold.co/300x300?text=LIZOL
948,LIZOL 10X NEEM 200ML,LIZOL,Household Cleaning,42,42,8,,https://placehold.co/300x300?text=LIZOL
949,LIZOL 10X CITRUS 200ML,LIZOL,Household Cleaning,45,45,1,,https://placehold.co/300x300?text=LIZOL
950,HARPIC ORIGINAL POWER PLUS 10/10 500ML,HARPIC,Household Cleaning,103,105,1,,https://placehold.co/300x300?text=HARPIC
951,HARPIC POWER PLUS 10X ORIGINAL 200ML,HARPIC,Household Cleaning,44,44,2,,https://placehold.co/300x300?text=HARPIC
952,HARPIC BATHROOM CLEANER FLORAL 1L,HARPIC,Household Cleaning,218,219,1,,https://placehold.co/300x300?text=HARPIC
953,HARPIC BATHROOM CLEANER LEMON 1L,HARPIC,Household Cleaning,218,219,1,,https://placehold.co/300x300?text=HARPIC
955,HARPIC FLUSH MATIC 2*50gm,HARPIC,Household Cleaning,170,172,1,,https://placehold.co/300x300?text=HARPIC
956,HARPIC FLUSH MATIC MARINE 50g,HARPIC,Household Cleaning,89,91,8,,https://placehold.co/300x300?text=HARPIC
957,HARPIC BATHROOM CLEANER LEMON 250ml,HARPIC,Household Cleaning,56,58,11,,https://placehold.co/300x300?text=HARPIC
958,HARPIC POWER PLUS JASMINE 1ltr,HARPIC,Household Cleaning,229,230,1,,https://placehold.co/300x300?text=HARPIC
959,HARPIC 10X MAX CLEAN 1Litre,HARPIC,Household Cleaning,229,230,-1,,https://placehold.co/300x300?text=HARPIC
